Id,Run accession,popPUNK_cluster__autocolour,ST__autocolour,CC131_clades__autocolour,Duplicate__autocolour,year,Lab,Hospital name,Regional health authority,Regional health authority__colour,Latitude,Longitude,Clermont_Phylotype__autocolour,FimH__autocolor,folP__autocolour,gyrA__autocolour,parC__autocolour,gyrA_parC__autocolour,parE__autocolour,pmrB__autocolour,blaTEM1__autocolour,strB__autocolour,sul2__autocolour,strA__autocolour,sul1__autocolour,dfrA__autocolour,tetA__autocolour,tetB__autocolour,aadA__autocolour,mphA__autocolour,dfrA1__autocolour,aac3_Iia__autocolour,catA1__autocolour,dfrA5__autocolour,CTX-M-type__autocolour,CTX-M__autocolour,dfrA14__autocolour,blaOXA__autocolour,aph3__autocolour,catB3__autocolour,acc__autocolour,blaSHV__autocolour,dfrA12__autocolour,sul3__autocolour,cmlA1__autocolour,dfrA8__autocolour,C_mefB__autocolour,QnrS1__autocolour,floR__autocolour,Ampicillin_SIR,Aztreonam_SIR,Cefotaxim_SIR,Ceftazidim_SIR,Cefuroxim_SIR,Ciprofloxacin_SIR,Ciprofloxacin_NS,ESBL,Gentamicin_SIR,Meropenem_SIR,Nalidixin_SIR,Piperacillin_tazobactam_SIR,Sulfa_SIR,Tigecyklin_SIR,Tobramycin_SIR,Trimetoprim_sulfa_SIR,Ampicillin_SIR__colour,Aztreonam_SIR__colour,Cefotaxim_SIR__colour,Ceftazidim_SIR__colour,Cefuroxim_SIR__colour,Ciprofloxacin_SIR__colour,ESBL__colour,Gentamicin_SIR__colour,Meropenem_SIR__colour,Nalidixin_SIR__colour,Piperacillin_tazobactam_SIR__colour,Sulfa_SIR__colour,Tigecyklin_SIR__colour,Tobramycin_SIR__colour,Trimetoprim_sulfa_SIR__colour
30348_2_342,ERR4035787,1,73,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH10,,,,,,,blaTEM1,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_343,ERR4035788,9,141,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,#02B0EE,60.374124,5.359513,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_344,ERR4035789,1,73,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_345,ERR4035790,6,58,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B1,fimH34,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,,S,S,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_346,ERR4035791,5,80,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH1,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,I,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#EDA247,,#57C4AD,,#57C4AD
30348_2_347,ERR4035792,5,14,,,2003,Stavanger,Stavanger universitetssykehus,Helse Vest,#02B0EE,58.952337,5.73312,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30348_2_348,ERR4035793,8,127,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH2,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,aph3,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_349,ERR4035794,13,59,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,F,fimH41,,,,,parE.I355T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_35,ERR4035480,4,131,A,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH41,,,,,parE.I529L,,blaTEM1,,,,,,,,,,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-,R,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#DB4325,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_350,ERR4035795,12,88,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,C,fimH39,,,,,,,,strB_1,,strA_1,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_351,ERR4035796,1,73,,,2004,Stavanger,Stavanger universitetssykehus,Helse Vest,#02B0EE,58.952337,5.73312,B2,fimH30,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-         ,S,S,,S,,,,S,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30348_2_352,ERR4035797,11,10,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,A,fimH27,,gyrA.S83L,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA7,tetA_4,,,,,,catA1,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_353,ERR4035798,5,14,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH27,,,,,,,blaTEM1,strB_3,sul2,strA_4,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_354,ERR4035799,5,80,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,novel fimH120-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_355,ERR4035800,5,550,,,2005,Stavanger,Stavanger universitetssykehus,Helse Vest,#02B0EE,58.952337,5.73312,B2,fimH327,,,,,,,blaTEM1,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30348_2_357,ERR4035802,10,1155,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,I,R,R,NS,-,S,S,,S,,S,,R,#DB4325,,#57C4AD,#EDA247,#DB4325,#DB4325,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_358,ERR4035803,5,1193,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH64,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.L416F,,blaTEM1,strB_1,sul2,strA_4,,dfrA17,,tetB_4,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,,R,NS,-,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,,#DB4325,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_359,ERR4035804,20,681,,,2006,Stavanger,Stavanger universitetssykehus,Helse Vest,#02B0EE,58.952337,5.73312,B2,fimH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,,,#57C4AD
30348_2_36,ERR4035481,8,127,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,I,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#EDA247,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_360,ERR4035805,12,410,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,C,fimH53,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,catA1,,,,,,aph3,,,,,,,dfrA8,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_361,ERR4035806,1,73,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH214,,,,,,,blaTEM1,,,,,,,,,,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,R,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#DB4325,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_362,ERR4035807,4,131,A,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH41,,gyrA.S83L,parC.S80R,gyrA and parC,parE.I529L,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,R,NS,-,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,,#DB4325,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_363,ERR4035808,3,69,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,#02B0EE,60.374124,5.359513,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_364,ERR4035809,19,117,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,F,fimH97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_365,ERR4035810,13,59,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,F,fimH54,,,,,parE.I355T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_367,ERR4035812,2,95,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,#02B0EE,60.374124,5.359513,B2,fimH27,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_368,ERR4035813,16,31,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,D,not detected,,,parC.S57T,parC,,,blaTEM33,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,I,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#EDA247,,#57C4AD,,#57C4AD
30348_2_369,ERR4035814,2,95,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH54,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_37,ERR4035482,1,73,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_370,ERR4035815,6,58,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B1,fimH34,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,aac3,,,CTX-M-14,CTX-M,dfrA14,,,,,,,,,,,QnrS1,floR,R,,R,R,R,S,S,+,R,S,,S,,S,,R,#DB4325,,#DB4325,#DB4325,#DB4325,#57C4AD,#DB4325,#DB4325,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_371,ERR4035816,4,131,C1,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,#02B0EE,60.374124,5.359513,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,aac3,,,CTX-M-15,CTX-M,,,,,,,,,,,,,,R,,R,R,R,R,NS,+,R,S,,S,,S,,R,#DB4325,,#DB4325,#DB4325,#DB4325,#DB4325,#DB4325,#DB4325,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_372,ERR4035817,68,109,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B1,fimH33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_373,ERR4035818,1,73,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH10,,,,,,,,,,,sul1,,,,aadA2-like,,,,,,,,,,,,,blaSHV48,,,,,,,,R,,S,S,,S,S,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_374,ERR4035819,4,131,A,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,I,NS,-,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#EDA247,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_375,ERR4035820,11,10,,,2002,Stavanger,Stavanger universitetssykehus,Helse Vest,#02B0EE,58.952337,5.73312,A,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,aadA2,,dfrA1,,,,,,,,,,,,,,,,,,,R,,,S,R,S,S,-         ,S,S,,S,,,,R,#DB4325,,,#57C4AD,#DB4325,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#DB4325
30348_2_376,ERR4035821,109,352,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_377,ERR4035822,3,69,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,D,fimH27,,gyrA.S83L,parC.S80I,gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,,mphA,,,,,,,dfrA14,,,,,,,,,,,,,R,,S,S,,I,NS,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,,#EDA247,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_378,ERR4035823,3,69,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,D,fimH27,,,,,,,blaTEM1,,,,,,,tetB_4,,,,,catA1,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_379,ERR4035824,2,95,,,2003,Stavanger,Stavanger universitetssykehus,Helse Vest,#02B0EE,58.952337,5.73312,B2,fimH18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30348_2_38,ERR4035483,5,14,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH27,,,,,,,blaTEM1,strB_3,sul2,strA_4,,,,,,,,,,,,,dfrA14,,,,,,,,,,,QnrS1,,R,,S,S,R,S,S,-,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#DB4325,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_380,ERR4035825,18,405,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,D,fimH56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_381,ERR4035826,48,714,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,D,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_382,ERR4035827,1,73,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH10,,,,,,,,,,,sul1,,,,aadA2,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_383,ERR4035828,15,372,,,2004,Stavanger,Stavanger universitetssykehus,Helse Vest,#02B0EE,58.952337,5.73312,B2,fimH9,,,,,,,blaTEM1,,,,sul1,,,,aadA2,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-         ,S,S,,S,,,,R,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#DB4325
30348_2_384,ERR4035829,1,73,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH10,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,,,tetB_4,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_39,ERR4035484,1,104,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_4,ERR4035449,1,73,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH10,,,,,,,blaTEM1,,sul2,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_40,ERR4035485,1,73,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_41,ERR4035486,11,10,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,A,fimH54,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,,,,,,dfrA5,,,,,aph3,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_42,ERR4035487,12,410,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,C,fimH24,,,,,,,,,,,sul1,,tetA_4,,aadA2-like,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_43,ERR4035488,6,155,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B1,fimH366,,,,,,,,,,,sul1,,tetA_4,,aadA2,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,R,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_44,ERR4035489,4,131,A,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_45,ERR4035490,2,95,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_46,ERR4035491,1,73,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH10,,,,,,,,,,,sul1,,,,aadA2-like,,,,,,,,,,,,,blaSHV48,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_47,ERR4035492,2,95,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_48,ERR4035493,3,69,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,D,fimH27,,,,,,,blaTEM1,,,,,,,,,mphA,,,,,,,dfrA14,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,I,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#EDA247
