lane,Run accession,popPUNK_cluster,ST,CC131_clades,Duplicate,year,Lab,Hospital name,Regional health authority,Clermont_Phylotype,FimH,folP,gyrA,parC,gyrA_parC,parE,pmrB,blaTEM1,strB,sul2,strA,sul1,dfrA,tetA,tetB,aadA,mphA,dfrA1,aac3_Iia,catA1,dfrA5,CTX-M-type,CTX-M,dfrA14,blaOXA,aph3,catB3,acc,blaSHV,dfrA12,sul3,cmlA1,dfrA8,C_mefB,QnrS1,floR,Ampicillin_SIR,Aztreonam_SIR,Cefotaxim_SIR,Ceftazidim_SIR,Cefuroxim_SIR,Ciprofloxacin_SIR,Ciprofloxacin_NS,ESBL,Gentamicin_SIR,Meropenem_SIR,Nalidixin_SIR,Piperacillin_tazobactam_SIR,Sulfa_SIR,Tigecyklin_SIR,Tobramycin_SIR,Trimetoprim_sulfa_SIR
30348_2#316,ERR4035761,4,131,A,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,,,,,,,,,,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,R,S,,S,,S,,S
30348_2#317,ERR4035762,5,1057,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH27,,gyrA.S83L,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,sul1,,,tetB_4,,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,I,NS,,S,S,,S,,S,,R
30348_2#318,ERR4035763,9,569,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,novel fimH411-like,,,,,,,blaTEM1,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,,S,S,,S,,S,,S
30348_2#319,ERR4035764,3,69,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,D,fimH483,,,,,,,,,,,,,,tetB_4,,,,,,,,,,blaOXA1,,catB3,aac_6prime,,,,,,,,,R,,S,S,,S,S,-,S,S,,I,,S,,S
30348_2#32,ERR4035477,53,457,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,F,fimH145,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,aph3,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#320,ERR4035765,25,624,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,F,fimH58,,"gyrA.D87Y, gyrA.S83L",parC.S80I,gyrA and parC,,,blaTEM1,,,,,,tetA_4,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,I,R,NS,,S,S,,S,,S,,R
30348_2#321,ERR4035766,15,372,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH102,,,,,,,,,,,,,,,,,,,catA1,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#323,ERR4035768,3,394,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,D,not detected,,,,,,,blaTEM1,,,,,,,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-,S,S,,S,,S,,I
30348_2#324,ERR4035769,5,1193,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH64,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.L416F,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,,R,S,,S,,S,,R
30348_2#325,ERR4035770,3,69,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH27,,,,,,,blaTEM1,,sul2,strA_4,sul1,dfrA17,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#326,ERR4035771,2,95,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#327,ERR4035772,1,73,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#328,ERR4035773,10,676,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#329,ERR4035774,1,73,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#33,ERR4035478,7,12,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#331,ERR4035776,24,409,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,A,not detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#332,ERR4035777,3,69,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH27,,,,,,,blaTEM1,,,,sul1,dfrA17,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#333,ERR4035778,2,95,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH41,,,,,,,,,,,,,tetA_4,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#334,ERR4035779,2,95,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH30,,,,,,,,,sul2,,,,,tetB_4,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,R
30348_2#335,ERR4035780,26,28,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#336,ERR4035781,6,2308,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B1,fimH32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#337,ERR4035782,1,73,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH103,,gyrA.S83L,,gyrA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,I,NS,,S,S,,S,,S,,S
30348_2#338,ERR4035783,6,201,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B1,fimH32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#339,ERR4035784,4,131,C1,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,CTX-M-27,CTX-M,,,,,,,,,,,,,,R,,R,R,R,R,NS,+,S,S,,S,,S,,R
30348_2#34,ERR4035479,8,127,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH2,,,,,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#340,ERR4035785,21,8915,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,F,fimH44,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#341,ERR4035786,15,372,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH102,,,,,,,blaTEM1,strB_1,,strA_1,sul1,,tetA_4,,aadA2-like,,,,catA1,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#342,ERR4035787,1,73,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH10,,,,,,,blaTEM1,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#343,ERR4035788,9,141,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#344,ERR4035789,1,73,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#345,ERR4035790,6,58,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B1,fimH34,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,,S,S,,S,S,,S,,S,,R
30348_2#346,ERR4035791,5,80,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH1,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,I,,S,,S
30348_2#347,ERR4035792,5,14,,,2003,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30348_2#348,ERR4035793,8,127,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH2,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,aph3,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#349,ERR4035794,13,59,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,F,fimH41,,,,,parE.I355T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,,S,S,,S,,S,,S
30348_2#35,ERR4035480,4,131,A,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH41,,,,,parE.I529L,,blaTEM1,,,,,,,,,,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-,R,S,,S,,S,,S
30348_2#350,ERR4035795,12,88,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,C,fimH39,,,,,,,,strB_1,,strA_1,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#351,ERR4035796,1,73,,,2004,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH30,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-         ,S,S,,S,,,,S
30348_2#352,ERR4035797,11,10,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,A,fimH27,,gyrA.S83L,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA7,tetA_4,,,,,,catA1,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#353,ERR4035798,5,14,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH27,,,,,,,blaTEM1,strB_3,sul2,strA_4,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,,S,S,,S,,S,,S
30348_2#354,ERR4035799,5,80,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,novel fimH120-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#355,ERR4035800,5,550,,,2005,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH327,,,,,,,blaTEM1,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,,,S
30348_2#357,ERR4035802,10,1155,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,I,R,R,NS,-,S,S,,S,,S,,R
30348_2#358,ERR4035803,5,1193,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH64,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.L416F,,blaTEM1,strB_1,sul2,strA_4,,dfrA17,,tetB_4,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,,R,NS,-,S,S,,S,,S,,R
30348_2#359,ERR4035804,20,681,,,2006,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30348_2#36,ERR4035481,8,127,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,I,S,S,S,,S,S,,S,,S,,S
30348_2#360,ERR4035805,12,410,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,C,fimH53,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,catA1,,,,,,aph3,,,,,,,dfrA8,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#361,ERR4035806,1,73,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH214,,,,,,,blaTEM1,,,,,,,,,,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,R,S,,S,,S,,S
30348_2#362,ERR4035807,4,131,A,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH41,,gyrA.S83L,parC.S80R,gyrA and parC,parE.I529L,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,R,NS,-,S,S,,S,,S,,S
30348_2#363,ERR4035808,3,69,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#364,ERR4035809,19,117,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,F,fimH97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#365,ERR4035810,13,59,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,F,fimH54,,,,,parE.I355T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#367,ERR4035812,2,95,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH27,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,,S,S,,S,,S,,R
30348_2#368,ERR4035813,16,31,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,not detected,,,parC.S57T,parC,,,blaTEM33,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,I,,S,,S
30348_2#369,ERR4035814,2,95,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH54,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#37,ERR4035482,1,73,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#370,ERR4035815,6,58,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B1,fimH34,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,aac3,,,CTX-M-14,CTX-M,dfrA14,,,,,,,,,,,QnrS1,floR,R,,R,R,R,S,S,+,R,S,,S,,S,,R
30348_2#371,ERR4035816,4,131,C1,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,aac3,,,CTX-M-15,CTX-M,,,,,,,,,,,,,,R,,R,R,R,R,NS,+,R,S,,S,,S,,R
30348_2#372,ERR4035817,68,109,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B1,fimH33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#373,ERR4035818,1,73,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,sul1,,,,aadA2-like,,,,,,,,,,,,,blaSHV48,,,,,,,,R,,S,S,,S,S,,S,S,,S,,S,,S
30348_2#374,ERR4035819,4,131,A,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,I,NS,-,S,S,,S,,S,,R
30348_2#375,ERR4035820,11,10,,,2002,Stavanger,Stavanger universitetssykehus,Helse Vest,A,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,aadA2,,dfrA1,,,,,,,,,,,,,,,,,,,R,,,S,R,S,S,-         ,S,S,,S,,,,R
30348_2#376,ERR4035821,109,352,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#377,ERR4035822,3,69,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH27,,gyrA.S83L,parC.S80I,gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,,mphA,,,,,,,dfrA14,,,,,,,,,,,,,R,,S,S,,I,NS,,S,S,,S,,S,,R
30348_2#378,ERR4035823,3,69,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,D,fimH27,,,,,,,blaTEM1,,,,,,,tetB_4,,,,,catA1,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#379,ERR4035824,2,95,,,2003,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30348_2#38,ERR4035483,5,14,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH27,,,,,,,blaTEM1,strB_3,sul2,strA_4,,,,,,,,,,,,,dfrA14,,,,,,,,,,,QnrS1,,R,,S,S,R,S,S,-,S,S,,S,,S,,R
30348_2#380,ERR4035825,18,405,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#381,ERR4035826,48,714,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,,S,S,,S,,S,,S
30348_2#382,ERR4035827,1,73,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,sul1,,,,aadA2,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#383,ERR4035828,15,372,,,2004,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH9,,,,,,,blaTEM1,,,,sul1,,,,aadA2,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-         ,S,S,,S,,,,R
30348_2#384,ERR4035829,1,73,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,,,tetB_4,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#39,ERR4035484,1,104,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S
30348_2#4,ERR4035449,1,73,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,blaTEM1,,sul2,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#40,ERR4035485,1,73,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#41,ERR4035486,11,10,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,A,fimH54,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,,,,,,dfrA5,,,,,aph3,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#42,ERR4035487,12,410,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,C,fimH24,,,,,,,,,,,sul1,,tetA_4,,aadA2-like,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#43,ERR4035488,6,155,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B1,fimH366,,,,,,,,,,,sul1,,tetA_4,,aadA2,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,R
30348_2#44,ERR4035489,4,131,A,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,,S,S,,S,,S,,S
30348_2#45,ERR4035490,2,95,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#46,ERR4035491,1,73,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,sul1,,,,aadA2-like,,,,,,,,,,,,,blaSHV48,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#47,ERR4035492,2,95,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#48,ERR4035493,3,69,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH27,,,,,,,blaTEM1,,,,,,,,,mphA,,,,,,,dfrA14,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,I
30348_2#49,ERR4035494,22,453,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B1,fimH31,,gyrA.S83L,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,dfrA14,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#5,ERR4035450,4,131,A,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,I,R,R,NS,-,S,S,,S,,S,,R
30348_2#50,ERR4035495,6,101,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B1,fimH86,,,,,,,blaTEM1,,sul2,,,,,,,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#51,ERR4035496,69,3057,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,E,fimH445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#52,ERR4035497,1,73,,,2010,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH30,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,S,I,,S,,S
30348_2#53,ERR4035498,1,73,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,sul1,,,,aadA2-like,,,,,,,,,,,,,blaSHV48,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#54,ERR4035499,1,73,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,,S,S,,S,,S,,S
30348_2#55,ERR4035500,4,131,B,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH22,,,,,parE.I529L,,blaTEM1,,,,,,tetA_4,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#56,ERR4035501,5,80,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#57,ERR4035502,3,69,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,,dfrA17,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#58,ERR4035503,7,12,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,not detected,,gyrA.S83L,,gyrA,,,blaTEM1,,,,sul1,dfrA7,tetA_4,,,,,,catA1,,,,,,,,,,,,,,,,,R,,S,S,,I,NS,,S,S,,S,,S,,R
